title,rank,date,artist,url,region,chart,trend,streams
My Everything,135,2020-09-24,Ariana Grande,https://open.spotify.com/track/225VaBkbh5xUoVexDhvaRJ,Indonesia,top200,MOVE_DOWN,39889.0
Beautiful People (feat. Khalid),155,2020-08-29,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Global,top200,MOVE_UP,759175.0
Shape of You,18,2017-02-26,Ed Sheeran,https://open.spotify.com/track/0FE9t6xYkqWXU2ahLh6D8X,Hong Kong,viral50,MOVE_DOWN,
Shape of You,161,2020-01-10,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Hungary,top200,MOVE_UP,2918.0
Thinking out Loud,172,2019-01-07,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,El Salvador,top200,NEW_ENTRY,1071.0
Afterglow,132,2021-03-24,Ed Sheeran,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq,Italy,top200,MOVE_DOWN,44760.0
Stuck with U (with Justin Bieber),11,2020-07-12,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Hong Kong,top200,MOVE_DOWN,8006.0
"thank u, next",2,2018-12-18,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Global,viral50,SAME_POSITION,
Santa Tell Me,6,2018-12-22,Ariana Grande,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,Hong Kong,top200,MOVE_UP,10659.0
no tears left to cry,10,2018-05-24,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Denmark,top200,SAME_POSITION,47321.0
Castle on the Hill,12,2017-01-28,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Indonesia,top200,MOVE_DOWN,32961.0
everytime,30,2018-08-19,Ariana Grande,https://open.spotify.com/track/0WdR2AyLW1Drd3OUdwezM0,Vietnam,top200,MOVE_UP,1810.0
no tears left to cry,11,2018-06-01,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Thailand,top200,MOVE_DOWN,8483.0
Stuck with U (with Justin Bieber),114,2020-12-09,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Portugal,top200,MOVE_UP,6389.0
Thinking out Loud,172,2021-01-13,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,United Kingdom,top200,MOVE_UP,48772.0
Galway Girl,136,2018-11-02,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Czech Republic,top200,MOVE_UP,2611.0
Photograph,164,2019-02-11,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Ecuador,top200,MOVE_UP,3004.0
Shape of You,137,2019-03-28,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Israel,top200,MOVE_DOWN,2415.0
west side,62,2020-10-31,Ariana Grande,https://open.spotify.com/track/1whfVLMKWqAX3uk97VXsNN,Ireland,top200,MOVE_DOWN,13898.0
pov,161,2020-12-02,Ariana Grande,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33,Denmark,top200,MOVE_DOWN,13482.0
no tears left to cry,4,2018-04-30,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Vietnam,viral50,MOVE_DOWN,
Beautiful People (feat. Khalid),33,2019-10-03,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Thailand,top200,SAME_POSITION,18733.0
Perfect,153,2019-04-21,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Colombia,top200,MOVE_UP,6746.0
Shape of You,14,2017-06-08,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United Kingdom,top200,SAME_POSITION,255374.0
What Do I Know?,140,2017-05-12,Ed Sheeran,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92,Sweden,top200,MOVE_DOWN,25304.0
Beautiful People (feat. Khalid),59,2020-02-03,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,United Kingdom,top200,MOVE_DOWN,97769.0
Perfect,31,2017-10-28,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Indonesia,viral50,MOVE_UP,
positions,118,2021-04-24,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Denmark,top200,MOVE_UP,11051.0
Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,83,2017-03-02,Ed Sheeran,https://open.spotify.com/track/1KqvRRQd3lfM0pAlkGPrgD,Denmark,top200,MOVE_UP,14135.0
Photograph,118,2017-10-06,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Paraguay,top200,MOVE_DOWN,1196.0
7 rings,25,2020-07-03,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Andorra,viral50,MOVE_DOWN,
Shape of You,64,2018-06-11,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Brazil,top200,MOVE_UP,98705.0
Castle on the Hill,4,2017-03-08,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,New Zealand,top200,SAME_POSITION,51332.0
I Don't Care (with Justin Bieber),112,2019-11-26,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Uruguay,top200,MOVE_UP,2367.0
God is a woman,15,2018-08-19,Ariana Grande,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,Czech Republic,top200,MOVE_UP,7043.0
Perfect,89,2018-04-26,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Hungary,top200,MOVE_UP,1966.0
Castle on the Hill,50,2017-03-15,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Bolivia,top200,MOVE_DOWN,1763.0
Beautiful People (feat. Khalid),189,2020-11-04,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Global,top200,MOVE_UP,676314.0
boyfriend (with Social House),115,2019-08-03,Ariana Grande,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,Ecuador,top200,MOVE_UP,4958.0
Shape of You,112,2019-09-10,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Global,top200,MOVE_UP,873771.0
Happier,81,2018-10-23,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Czech Republic,top200,MOVE_UP,3626.0
"thank u, next",16,2019-02-15,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Portugal,top200,MOVE_DOWN,18581.0
Perfect,147,2017-05-10,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Spain,top200,MOVE_DOWN,19297.0
Santa Tell Me,79,2017-12-16,Ariana Grande,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T,Norway,top200,MOVE_UP,25185.0
Photograph,134,2019-11-08,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Vietnam,top200,MOVE_UP,2782.0
"thank u, next",119,2019-02-17,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Italy,top200,MOVE_UP,42969.0
Shape of You,1,2017-01-10,Ed Sheeran,https://open.spotify.com/track/0FE9t6xYkqWXU2ahLh6D8X,Bulgaria,viral50,SAME_POSITION,
Photograph,134,2017-04-09,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Brazil,top200,MOVE_UP,41684.0
"thank u, next",57,2019-06-02,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Malaysia,top200,MOVE_UP,12529.0
Tenerife Sea,137,2017-01-24,Ed Sheeran,https://open.spotify.com/track/6vSwxzO2Qf4BinHSXRwZJe,Switzerland,top200,MOVE_DOWN,2702.0
Shivers,174,2021-09-29,Ed Sheeran,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r,Dominican Republic,top200,MOVE_DOWN,1850.0
Perfect,56,2019-06-19,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Singapore,top200,MOVE_UP,12748.0
"thank u, next",3,2018-12-12,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Ecuador,viral50,MOVE_DOWN,
Shape of You,124,2018-09-11,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Germany,top200,MOVE_UP,53160.0
7 rings,156,2021-07-09,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Vietnam,top200,MOVE_DOWN,4552.0
Beautiful People (feat. Khalid),108,2019-08-28,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Panama,top200,MOVE_DOWN,2035.0
7 rings,10,2019-04-24,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Hungary,top200,MOVE_DOWN,7604.0
Shape of You,37,2018-01-09,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Chile,top200,MOVE_UP,60593.0
"break up with your girlfriend, i'm bored",49,2019-03-15,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,Argentina,top200,MOVE_DOWN,48583.0
Shape of You,180,2020-10-21,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Saudi Arabia,top200,MOVE_DOWN,1534.0
Afterglow,73,2021-01-19,Ed Sheeran,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq,Italy,top200,MOVE_UP,56158.0
Shape of You,157,2019-09-21,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Ecuador,top200,MOVE_DOWN,4635.0
Beautiful People (feat. Khalid),183,2020-08-15,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Belgium,top200,MOVE_DOWN,6648.0
34+35,31,2021-01-28,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,South Africa,top200,SAME_POSITION,5429.0
7 rings,14,2019-03-29,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Latvia,top200,MOVE_DOWN,2901.0
Santa Tell Me,182,2020-11-29,Ariana Grande,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,Ukraine,top200,NEW_ENTRY,1786.0
South of the Border (feat. Camila Cabello & Cardi B),5,2019-07-17,Ed Sheeran,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,Finland,top200,SAME_POSITION,41295.0
Shivers,8,2021-11-07,Ed Sheeran,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5,Lithuania,top200,SAME_POSITION,4098.0
positions,5,2020-11-23,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Malaysia,top200,MOVE_UP,49641.0
Beautiful People (feat. Khalid),44,2020-01-07,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Ireland,top200,SAME_POSITION,13756.0
Bad Habits,8,2021-10-07,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,South Korea,top200,MOVE_UP,6923.0
Shape of You,121,2021-03-11,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United Arab Emirates,top200,MOVE_UP,1700.0
Photograph,121,2017-03-26,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Hungary,top200,NEW_ENTRY,1099.0
Shape of You,38,2018-01-22,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Mexico,top200,MOVE_UP,135306.0
"break up with your girlfriend, i'm bored",13,2019-04-04,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,Hong Kong,top200,MOVE_UP,8533.0
7 rings,16,2019-06-04,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Indonesia,top200,MOVE_UP,87405.0
Stuck with U (with Justin Bieber),12,2020-06-11,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Thailand,viral50,SAME_POSITION,
Shape of You,32,2017-09-18,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United Kingdom,top200,MOVE_DOWN,145554.0
Shape of You,26,2017-10-19,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,El Salvador,top200,SAME_POSITION,2803.0
bloodline,92,2019-02-17,Ariana Grande,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX,South Africa,top200,MOVE_UP,1362.0
7 rings,148,2019-12-15,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Switzerland,top200,MOVE_DOWN,6876.0
Happier,192,2019-03-12,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Global,top200,MOVE_DOWN,628933.0
Perfect,68,2018-07-09,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Norway,top200,MOVE_DOWN,20063.0
boyfriend (with Social House),32,2019-08-20,Ariana Grande,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,Indonesia,top200,MOVE_DOWN,82537.0
Thinking out Loud,176,2018-09-06,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Australia,top200,MOVE_DOWN,29449.0
Shape of You,6,2017-01-31,Ed Sheeran,https://open.spotify.com/track/0FE9t6xYkqWXU2ahLh6D8X,Honduras,viral50,MOVE_DOWN,
Perfect,98,2019-06-25,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Argentina,top200,MOVE_UP,29389.0
7 rings,125,2020-01-09,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Brazil,top200,MOVE_DOWN,120609.0
7 rings,73,2020-01-30,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Israel,top200,MOVE_DOWN,5155.0
Galway Girl,55,2017-03-03,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Costa Rica,top200,NEW_ENTRY,6162.0
Shape of You,69,2018-04-14,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Philippines,top200,MOVE_UP,36614.0
Thinking out Loud,182,2017-06-23,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Malaysia,top200,MOVE_DOWN,4215.0
"break up with your girlfriend, i'm bored",12,2019-03-08,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,Estonia,viral50,MOVE_UP,
Shape of You,4,2017-01-17,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Dominican Republic,top200,MOVE_DOWN,6920.0
no tears left to cry,34,2018-10-30,Ariana Grande,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,Japan,top200,MOVE_UP,13373.0
Galway Girl,27,2017-06-30,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,United Kingdom,top200,SAME_POSITION,188551.0
Shape of You,92,2019-06-17,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Singapore,top200,MOVE_DOWN,10021.0
God is a woman,12,2018-07-26,Ariana Grande,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ,Latvia,top200,MOVE_UP,2690.0
imagine,135,2019-01-22,Ariana Grande,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,Slovakia,top200,MOVE_UP,1148.0
positions,11,2021-02-02,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Global,top200,SAME_POSITION,2556138.0
I Don't Care (with Justin Bieber),148,2020-06-04,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Brazil,top200,MOVE_UP,85799.0
positions,185,2021-07-16,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Hong Kong,top200,NEW_ENTRY,3422.0
Shape of You,168,2021-09-22,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Taiwan,top200,MOVE_DOWN,6071.0
Shape of You,5,2017-05-21,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Indonesia,top200,MOVE_DOWN,60506.0
Perfect,37,2017-03-21,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Panama,viral50,MOVE_DOWN,
ghostin,56,2019-02-08,Ariana Grande,https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB,Brazil,top200,NEW_ENTRY,188516.0
Shape of You,87,2018-12-01,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Bolivia,top200,MOVE_DOWN,1875.0
boyfriend (with Social House),59,2019-12-05,Ariana Grande,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,Vietnam,top200,MOVE_DOWN,4724.0
positions,15,2020-11-23,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Iceland,top200,MOVE_UP,2874.0
Take Me Back to London (feat. Stormzy),147,2019-07-19,Ed Sheeran,https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0,Poland,top200,MOVE_DOWN,15395.0
7 rings,43,2019-03-08,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Ecuador,top200,MOVE_DOWN,9241.0
breathin,30,2018-09-30,Ariana Grande,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,Taiwan,top200,MOVE_DOWN,8020.0
Galway Girl,102,2017-06-05,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Paraguay,top200,MOVE_UP,1199.0
Save Myself,16,2017-03-09,Ed Sheeran,https://open.spotify.com/track/6TIU9Ehmi6dMzZK73Ym4yj,El Salvador,viral50,MOVE_DOWN,
34+35,110,2021-08-27,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Philippines,top200,MOVE_UP,37925.0
Thinking out Loud,97,2017-02-25,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Switzerland,top200,MOVE_UP,4293.0
Happier,26,2017-04-11,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,United Kingdom,top200,SAME_POSITION,196488.0
Shape of You,81,2019-02-11,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Bolivia,top200,MOVE_UP,2123.0
Photograph,80,2019-06-19,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Vietnam,top200,SAME_POSITION,2841.0
Antisocial (with Travis Scott),54,2019-08-21,Ed Sheeran,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW,Australia,top200,MOVE_DOWN,62849.0
just like magic,55,2020-10-31,Ariana Grande,https://open.spotify.com/track/7Dx9Z6Aon1qPS2N0rHSWTe,Hong Kong,top200,MOVE_DOWN,5858.0
Perfect,43,2019-06-16,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Hong Kong,top200,MOVE_UP,3912.0
I Don't Care (with Justin Bieber),163,2020-08-14,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,India,top200,MOVE_DOWN,27252.0
I Don't Care (with Justin Bieber),122,2019-12-06,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Italy,top200,MOVE_UP,69477.0
Galway Girl,82,2017-08-04,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Brazil,top200,MOVE_DOWN,92860.0
Galway Girl,72,2017-10-15,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,New Zealand,top200,MOVE_DOWN,8981.0
positions,30,2020-12-08,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Egypt,top200,MOVE_UP,2921.0
"thank u, next",173,2019-08-28,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,El Salvador,top200,MOVE_DOWN,1397.0
"thank u, next",9,2019-01-31,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Australia,top200,MOVE_DOWN,164416.0
I Don't Care (with Justin Bieber),56,2020-01-08,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Austria,top200,MOVE_DOWN,7987.0
Thinking out Loud,87,2017-03-09,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Paraguay,top200,MOVE_DOWN,1457.0
in my head,168,2019-03-12,Ariana Grande,https://open.spotify.com/track/4T652DlATVHe0jdLKaN3Bw,United States,top200,MOVE_DOWN,244429.0
One Last Time,47,2017-08-17,Ariana Grande,https://open.spotify.com/track/7bJwvubZZaoGE1AGEfu8Fi,Ireland,top200,MOVE_DOWN,11823.0
breathin,29,2018-09-06,Ariana Grande,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,Hungary,top200,MOVE_DOWN,5115.0
Santa Tell Me,6,2018-12-20,Ariana Grande,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,Hong Kong,top200,MOVE_UP,9212.0
Bibia Be Ye Ye,23,2017-03-05,Ed Sheeran,https://open.spotify.com/track/6SznMYPQJHzr3IwsAHLId2,Netherlands,top200,SAME_POSITION,105863.0
Perfect,200,2020-03-08,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Philippines,top200,MOVE_DOWN,25857.0
Happier,180,2018-05-02,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Costa Rica,top200,NEW_ENTRY,2282.0
Save Myself,80,2017-03-06,Ed Sheeran,https://open.spotify.com/track/6TIU9Ehmi6dMzZK73Ym4yj,Taiwan,top200,MOVE_DOWN,5568.0
God is a woman,60,2018-08-26,Ariana Grande,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,Mexico,top200,MOVE_DOWN,88005.0
34+35,40,2020-12-08,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Hong Kong,viral50,MOVE_DOWN,
Perfect,141,2018-10-14,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Panama,top200,MOVE_DOWN,1162.0
Beautiful People (feat. Khalid),56,2020-02-26,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Lithuania,top200,MOVE_UP,1377.0
7 rings,118,2019-10-29,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,United States,top200,MOVE_UP,285436.0
"thank u, next",15,2019-01-31,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Romania,top200,MOVE_DOWN,4283.0
Shape of You,18,2018-05-02,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Vietnam,top200,SAME_POSITION,2128.0
Shape of You,114,2018-11-26,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Switzerland,top200,MOVE_DOWN,6421.0
Photograph,177,2017-05-12,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,United Kingdom,top200,MOVE_DOWN,49307.0
South of the Border (feat. Camila Cabello & Cardi B),92,2019-10-15,Ed Sheeran,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,Philippines,top200,MOVE_DOWN,43291.0
Galway Girl,61,2017-08-07,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Portugal,top200,MOVE_DOWN,5445.0
no tears left to cry,164,2018-12-25,Ariana Grande,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,Taiwan,top200,MOVE_DOWN,4757.0
"thank u, next",77,2019-03-09,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Guatemala,top200,MOVE_DOWN,4054.0
7 rings,87,2020-05-08,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Malaysia,top200,MOVE_UP,8776.0
bad idea,99,2019-02-11,Ariana Grande,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg,Honduras,top200,MOVE_DOWN,1326.0
imagine,30,2018-12-31,Ariana Grande,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,Global,top200,MOVE_DOWN,1922801.0
Perfect,6,2017-03-07,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,United Kingdom,viral50,MOVE_UP,
Cross Me (feat. Chance the Rapper & PnB Rock),14,2019-07-11,Ed Sheeran,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR,Denmark,top200,SAME_POSITION,37324.0
Shape of You,166,2018-11-02,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Austria,top200,MOVE_DOWN,3719.0
Dive,109,2017-03-11,Ed Sheeran,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,France,top200,MOVE_DOWN,30619.0
Perfect,81,2017-05-16,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Hong Kong,top200,MOVE_DOWN,3568.0
Shape of You,3,2017-05-24,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Hong Kong,top200,SAME_POSITION,13774.0
7 rings,190,2021-05-22,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Vietnam,top200,MOVE_UP,4399.0
I Don't Care (with Justin Bieber),47,2020-02-16,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Global,top200,MOVE_DOWN,1368792.0
Castle on the Hill,196,2019-05-07,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Australia,top200,MOVE_DOWN,27765.0
Beautiful People (feat. Khalid),57,2019-07-13,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Panama,top200,MOVE_DOWN,3920.0
Shape of You,119,2020-06-25,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United Arab Emirates,top200,MOVE_DOWN,1156.0
The A Team,172,2017-02-13,Ed Sheeran,https://open.spotify.com/track/1VdZ0vKfR5jneCmWIUAMxK,Ireland,top200,MOVE_DOWN,3021.0
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",167,2017-01-15,Ed Sheeran,https://open.spotify.com/track/3B7udSGy2PfgoCniMSb523,Global,top200,MOVE_UP,393340.0
I Don't Care (with Justin Bieber),51,2020-06-02,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,South Africa,top200,MOVE_UP,3772.0
"thank u, next",34,2019-03-24,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Taiwan,top200,MOVE_UP,11283.0
