title,rank,date,artist,url,region,chart,trend,streams
Perfect,97,2018-08-07,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Global,top200,MOVE_DOWN,910821.0
Shape of You,197,2021-02-13,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Israel,top200,SAME_POSITION,3211.0
Afterglow,52,2021-02-27,Ed Sheeran,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq,Slovakia,top200,MOVE_UP,2559.0
Shape of You,3,2017-04-06,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Paraguay,top200,SAME_POSITION,9742.0
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",157,2017-04-03,Ed Sheeran,https://open.spotify.com/track/3B7udSGy2PfgoCniMSb523,Poland,top200,MOVE_DOWN,4281.0
positions,91,2021-11-26,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Malaysia,top200,MOVE_UP,11045.0
Remember The Name (feat. Eminem & 50 Cent),31,2019-07-24,Ed Sheeran,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec,Czech Republic,top200,MOVE_DOWN,6759.0
Thinking out Loud,80,2017-05-25,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Chile,top200,MOVE_DOWN,19250.0
Thinking out Loud,116,2019-01-03,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,New Zealand,top200,MOVE_DOWN,7644.0
Castle on the Hill,147,2017-09-10,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Switzerland,top200,MOVE_UP,3056.0
Shivers,36,2021-10-18,Ed Sheeran,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r,Finland,viral50,MOVE_DOWN,
Photograph,67,2017-10-25,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Philippines,top200,MOVE_DOWN,43685.0
7 rings,17,2019-03-17,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,United Arab Emirates,viral50,MOVE_UP,
Supermarket Flowers,92,2017-03-15,Ed Sheeran,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG,Costa Rica,top200,MOVE_DOWN,3820.0
Shape of You - Stormzy Remix,120,2017-06-27,Ed Sheeran,https://open.spotify.com/track/2NHSYwGkAvPHzCinY0KwXo,United Kingdom,top200,MOVE_DOWN,48201.0
boyfriend (with Social House),54,2019-10-12,Ariana Grande,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,Canada,top200,MOVE_UP,58981.0
Galway Girl,59,2017-11-23,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Poland,top200,MOVE_DOWN,11933.0
Perfect Duet (Ed Sheeran & Beyoncé),91,2018-04-01,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Israel,top200,NEW_ENTRY,1117.0
Bad Habits,2,2021-08-27,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,Denmark,top200,SAME_POSITION,98720.0
Castle on the Hill,114,2018-07-07,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,New Zealand,top200,MOVE_UP,7025.0
Perfect,160,2019-05-22,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Belgium,top200,MOVE_UP,6245.0
MONOPOLY (with Victoria Monét),66,2019-04-22,Ariana Grande,https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P,United States,top200,MOVE_UP,361466.0
Shape of You,66,2018-10-02,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Hungary,top200,MOVE_UP,2840.0
Perfect,47,2018-01-30,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Slovakia,top200,MOVE_DOWN,1575.0
Perfect,179,2021-03-12,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Vietnam,top200,MOVE_UP,4379.0
Shape of You,182,2021-01-05,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,South Africa,top200,NEW_ENTRY,2275.0
Shivers,16,2021-09-16,Ed Sheeran,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r,Hungary,top200,MOVE_DOWN,11782.0
Photograph,77,2017-05-03,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Hong Kong,top200,MOVE_UP,3299.0
no tears left to cry,15,2018-07-14,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Philippines,top200,MOVE_DOWN,109483.0
Barcelona,172,2018-08-08,Ed Sheeran,https://open.spotify.com/track/3Lfiu5sZ4M4B6JaKMBc0FU,Austria,top200,MOVE_UP,3212.0
God is a woman,4,2018-07-20,Ariana Grande,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ,Portugal,viral50,SAME_POSITION,
everytime,148,2018-09-03,Ariana Grande,https://open.spotify.com/track/0WdR2AyLW1Drd3OUdwezM0,Singapore,top200,MOVE_DOWN,7133.0
Photograph,187,2017-10-10,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Peru,top200,MOVE_DOWN,5777.0
Perfect,200,2018-12-06,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Brazil,top200,NEW_ENTRY,66820.0
no tears left to cry,2,2018-04-20,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Estonia,top200,NEW_ENTRY,3485.0
Stuck with U (with Justin Bieber),190,2020-07-12,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Brazil,top200,MOVE_DOWN,77891.0
Castle on the Hill,124,2018-06-28,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Australia,top200,MOVE_UP,32794.0
Feels (feat. Young Thug & J Hus),140,2019-07-17,Ed Sheeran,https://open.spotify.com/track/1Bdptrvb7nQkq8kCw3siE9,Sweden,top200,MOVE_DOWN,23661.0
Happier,184,2019-11-03,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Singapore,top200,MOVE_UP,5711.0
South of the Border (feat. Camila Cabello & Cardi B),38,2019-10-19,Ed Sheeran,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,Latvia,top200,MOVE_DOWN,1364.0
Castle on the Hill,92,2017-06-15,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Taiwan,top200,MOVE_UP,4467.0
positions,98,2021-09-21,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Philippines,top200,MOVE_UP,43419.0
Santa Tell Me,8,2020-12-18,Ariana Grande,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,Finland,top200,MOVE_UP,36308.0
Shape of You,4,2017-04-29,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Nicaragua,top200,MOVE_DOWN,3351.0
bad idea,72,2019-02-26,Ariana Grande,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg,Iceland,top200,MOVE_UP,1436.0
The A Team,128,2017-03-12,Ed Sheeran,https://open.spotify.com/track/1VdZ0vKfR5jneCmWIUAMxK,Ireland,top200,MOVE_UP,3648.0
7 rings,89,2020-03-24,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,United Arab Emirates,top200,MOVE_UP,1181.0
I Don't Care (with Justin Bieber),10,2019-08-30,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Singapore,top200,SAME_POSITION,29867.0
Nancy Mulligan,120,2017-04-21,Ed Sheeran,https://open.spotify.com/track/35QZaWQRkmnAVqBF1TLCxQ,New Zealand,top200,MOVE_DOWN,6638.0
7 rings,55,2019-04-05,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Panama,top200,MOVE_DOWN,4187.0
Cross Me (feat. Chance the Rapper & PnB Rock),106,2019-06-23,Ed Sheeran,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR,Vietnam,top200,MOVE_UP,2261.0
7 rings,141,2020-05-31,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Egypt,top200,NEW_ENTRY,1018.0
no tears left to cry,117,2018-12-07,Ariana Grande,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,Taiwan,top200,MOVE_UP,5204.0
"thank u, next",104,2019-06-30,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Romania,top200,MOVE_UP,1732.0
Photograph,178,2018-06-19,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Ecuador,top200,MOVE_DOWN,2192.0
What Do I Know?,41,2017-03-09,Ed Sheeran,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92,Ecuador,viral50,MOVE_UP,
Galway Girl,106,2019-04-10,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Japan,top200,MOVE_DOWN,9988.0
Bad Habits,59,2021-11-04,Ed Sheeran,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d,Spain,top200,MOVE_DOWN,93136.0
7 rings,35,2019-05-26,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Slovakia,top200,MOVE_DOWN,2351.0
bloodline,5,2019-02-08,Ariana Grande,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX,Ireland,top200,NEW_ENTRY,58335.0
34+35,25,2020-10-31,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Greece,top200,MOVE_DOWN,8432.0
breathin,115,2019-01-14,Ariana Grande,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,Singapore,top200,MOVE_DOWN,8509.0
Perfect,163,2019-02-24,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Ecuador,top200,MOVE_UP,2879.0
Photograph,158,2020-05-19,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Malaysia,top200,MOVE_UP,6941.0
Perfect,91,2018-04-29,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Argentina,top200,MOVE_UP,26315.0
Supermarket Flowers,35,2017-03-10,Ed Sheeran,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG,Canada,top200,MOVE_DOWN,74663.0
Perfect,129,2019-02-18,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Colombia,top200,MOVE_UP,8115.0
imagine,80,2019-02-19,Ariana Grande,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow,South Africa,top200,MOVE_DOWN,1629.0
Best Part of Me (feat. YEBBA),104,2019-08-24,Ed Sheeran,https://open.spotify.com/track/0VsGaRXR5WAzpu51unJTis,Philippines,top200,MOVE_DOWN,36427.0
Afterglow,119,2021-07-10,Ed Sheeran,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq,Australia,top200,MOVE_UP,36064.0
"break up with your girlfriend, i'm bored",61,2019-03-23,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,Costa Rica,top200,MOVE_DOWN,5768.0
Beautiful People (feat. Khalid),78,2020-04-24,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Lithuania,top200,MOVE_DOWN,1134.0
Remember The Name (feat. Eminem & 50 Cent),6,2019-07-16,Ed Sheeran,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec,United Kingdom,top200,SAME_POSITION,419354.0
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",179,2017-03-23,Ed Sheeran,https://open.spotify.com/track/3B7udSGy2PfgoCniMSb523,Ireland,top200,MOVE_DOWN,3173.0
Shape of You,20,2018-01-27,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Thailand,top200,MOVE_UP,5723.0
7 rings,148,2020-10-07,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Malaysia,top200,MOVE_UP,7568.0
Stuck with U (with Justin Bieber),124,2020-10-28,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Belgium,top200,MOVE_UP,8357.0
Take Me Back to London (feat. Stormzy),32,2019-07-13,Ed Sheeran,https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0,Denmark,top200,MOVE_DOWN,40215.0
God is a woman,17,2018-07-23,Ariana Grande,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ,Sweden,top200,MOVE_DOWN,94019.0
Galway Girl,133,2018-02-28,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Belgium,top200,MOVE_UP,4774.0
positions,94,2021-07-16,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Thailand,top200,MOVE_UP,9899.0
Happier,29,2018-07-25,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Malaysia,top200,MOVE_UP,15504.0
Thinking out Loud,105,2018-02-19,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Colombia,top200,MOVE_UP,7140.0
no tears left to cry,29,2018-08-04,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,United Kingdom,top200,MOVE_UP,202816.0
34+35,173,2021-02-26,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Norway,top200,MOVE_DOWN,12077.0
breathin,22,2018-09-16,Ariana Grande,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,Australia,viral50,MOVE_UP,
Thinking out Loud,184,2017-09-16,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Switzerland,top200,NEW_ENTRY,3073.0
no tears left to cry,18,2018-06-06,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Austria,top200,MOVE_UP,10600.0
Beautiful People (feat. Khalid),188,2020-11-10,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,United Kingdom,top200,MOVE_UP,50010.0
7 rings,19,2019-06-19,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Malaysia,top200,MOVE_UP,21350.0
Shape of You,14,2017-02-28,Ed Sheeran,https://open.spotify.com/track/0FE9t6xYkqWXU2ahLh6D8X,El Salvador,viral50,MOVE_DOWN,
34+35,47,2020-12-24,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Bulgaria,viral50,MOVE_DOWN,
Perfect,29,2017-04-02,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Australia,top200,MOVE_UP,73053.0
Perfect,160,2020-06-29,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Philippines,top200,MOVE_UP,26214.0
Shape of You,182,2021-04-12,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,South Korea,top200,MOVE_DOWN,1138.0
"thank u, next",13,2019-01-03,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Czech Republic,viral50,MOVE_UP,
Perfect,53,2019-09-02,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Vietnam,top200,MOVE_UP,4243.0
positions,90,2021-08-25,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Vietnam,top200,MOVE_UP,6047.0
Thinking out Loud,127,2018-01-07,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Singapore,top200,MOVE_DOWN,6164.0
34+35,59,2021-01-22,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Hungary,top200,MOVE_UP,5518.0
Bad Habits,5,2021-10-22,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,Ireland,top200,SAME_POSITION,49883.0
bad idea,29,2019-02-25,Ariana Grande,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg,Lithuania,top200,MOVE_UP,1435.0
Perfect,59,2018-06-23,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Philippines,top200,MOVE_DOWN,47939.0
Shape of You,9,2017-03-16,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Uruguay,viral50,MOVE_DOWN,
boyfriend (with Social House),160,2020-02-15,Ariana Grande,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,Vietnam,top200,MOVE_DOWN,2808.0
no tears left to cry,49,2018-05-09,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Italy,top200,SAME_POSITION,74924.0
motive (with Doja Cat),96,2020-11-12,Ariana Grande,https://open.spotify.com/track/5GkQIP5mWPi4KZLLXeuFTT,Philippines,top200,MOVE_DOWN,31159.0
boyfriend (with Social House),25,2019-08-29,Ariana Grande,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,Singapore,viral50,MOVE_DOWN,
pov,152,2020-11-25,Ariana Grande,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33,Vietnam,top200,MOVE_DOWN,4432.0
Beautiful People (feat. Khalid),28,2019-07-23,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Italy,viral50,MOVE_UP,
Shape of You,3,2017-04-09,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Honduras,top200,SAME_POSITION,7863.0
Castle on the Hill,63,2018-01-14,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,United Kingdom,top200,MOVE_DOWN,84991.0
Perfect,38,2018-04-04,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Hong Kong,top200,MOVE_DOWN,5277.0
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",75,2017-01-26,Ed Sheeran,https://open.spotify.com/track/3B7udSGy2PfgoCniMSb523,Ireland,top200,MOVE_UP,5235.0
no tears left to cry,173,2019-06-27,Ariana Grande,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,Malaysia,top200,MOVE_UP,6534.0
Galway Girl,115,2018-03-11,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Belgium,top200,MOVE_DOWN,4819.0
Shape of You,31,2017-11-01,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,El Salvador,top200,MOVE_DOWN,2437.0
no tears left to cry,3,2018-04-28,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Argentina,viral50,SAME_POSITION,
Santa Tell Me,105,2017-12-12,Ariana Grande,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T,Portugal,top200,MOVE_DOWN,3630.0
Shivers,16,2021-09-14,Ed Sheeran,https://open.spotify.com/track/6bQfNiqyCX7UaQSvVVGo4I,South Africa,top200,MOVE_UP,11934.0
Santa Tell Me,94,2017-12-15,Ariana Grande,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T,Japan,top200,SAME_POSITION,5155.0
Dive,114,2017-05-15,Ed Sheeran,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,Czech Republic,top200,MOVE_DOWN,1541.0
Beautiful People (feat. Khalid),143,2019-09-02,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Argentina,top200,MOVE_UP,26284.0
7 rings,72,2019-08-11,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,India,top200,MOVE_UP,23077.0
Shape of You,108,2019-12-06,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Nicaragua,top200,NEW_ENTRY,1038.0
Perfect Duet (Ed Sheeran & Beyoncé),175,2018-05-12,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Portugal,top200,MOVE_UP,2758.0
Perfect,58,2017-09-27,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Portugal,top200,MOVE_DOWN,6016.0
Thinking out Loud,170,2018-02-11,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Uruguay,top200,SAME_POSITION,1055.0
Happier,95,2018-10-03,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Singapore,top200,MOVE_DOWN,9580.0
positions,17,2020-11-17,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Global,viral50,MOVE_DOWN,
Visiting Hours,39,2021-08-31,Ed Sheeran,https://open.spotify.com/track/44V6EzbUSYgyfsNiP0FrlA,Singapore,top200,MOVE_UP,14883.0
Shape of You,5,2017-07-18,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Singapore,top200,SAME_POSITION,35290.0
bloodline,126,2019-02-22,Ariana Grande,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX,Poland,top200,MOVE_DOWN,17792.0
7 rings,14,2019-03-16,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Indonesia,viral50,SAME_POSITION,
Perfect,187,2021-08-29,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Belgium,top200,MOVE_DOWN,6611.0
How Would You Feel (Paean),47,2017-03-12,Ed Sheeran,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN,Canada,top200,MOVE_DOWN,52269.0
Shape of You,7,2018-10-27,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Japan,top200,MOVE_DOWN,21128.0
Beautiful People (feat. Khalid),68,2020-03-24,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Canada,top200,MOVE_UP,50989.0
Shape of You,54,2017-12-06,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Lithuania,top200,NEW_ENTRY,1067.0
Perfect Duet (Ed Sheeran & Beyoncé),72,2018-01-30,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Thailand,top200,MOVE_DOWN,2907.0
Antisocial (with Travis Scott),8,2019-08-08,Ed Sheeran,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW,Bulgaria,top200,SAME_POSITION,2202.0
Shape of You,191,2021-04-13,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Malaysia,top200,NEW_ENTRY,5595.0
Galway Girl,41,2017-08-12,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Switzerland,top200,MOVE_DOWN,9143.0
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",100,2017-01-19,Ed Sheeran,https://open.spotify.com/track/3B7udSGy2PfgoCniMSb523,Sweden,top200,SAME_POSITION,23397.0
I Don't Care (with Justin Bieber),62,2020-03-27,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Hungary,top200,MOVE_DOWN,5007.0
Thinking out Loud,163,2018-01-22,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Switzerland,top200,MOVE_DOWN,3655.0
"thank u, next",150,2019-06-01,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Hungary,top200,MOVE_DOWN,2070.0
imagine,189,2019-03-17,Ariana Grande,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow,Singapore,top200,MOVE_DOWN,5247.0
God is a woman,142,2018-12-12,Ariana Grande,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,Romania,top200,MOVE_UP,1309.0
I Don't Care (with Justin Bieber),82,2020-03-13,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Vietnam,top200,MOVE_DOWN,5101.0
"thank u, next",137,2019-07-18,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Romania,top200,MOVE_DOWN,1665.0
Thinking out Loud,153,2017-10-31,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Belgium,top200,MOVE_UP,4045.0
Galway Girl,93,2017-08-15,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Hong Kong,top200,MOVE_DOWN,3214.0
7 rings,53,2019-05-29,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,United Kingdom,top200,MOVE_UP,111671.0
bad idea,126,2019-02-10,Ariana Grande,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg,Italy,top200,MOVE_DOWN,46379.0
I Don't Care (with Justin Bieber),3,2019-07-02,Ed Sheeran,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,Singapore,top200,SAME_POSITION,55042.0
Antisocial (with Travis Scott),199,2019-09-14,Ed Sheeran,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW,Norway,top200,MOVE_DOWN,9899.0
Santa Tell Me,41,2021-12-25,Ariana Grande,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,Bolivia,top200,MOVE_UP,6060.0
breathin,32,2018-09-04,Ariana Grande,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,Sweden,top200,MOVE_DOWN,62458.0
Thinking out Loud,197,2018-10-01,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Guatemala,top200,NEW_ENTRY,1490.0
Santa Tell Me,5,2020-12-10,Ariana Grande,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,Canada,top200,SAME_POSITION,155418.0
"thank u, next",3,2019-01-14,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Malaysia,top200,SAME_POSITION,39526.0
Perfect Duet (Ed Sheeran & Beyoncé),61,2018-02-05,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Dominican Republic,top200,MOVE_UP,2037.0
Perfect,181,2021-01-14,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,United Kingdom,top200,MOVE_DOWN,47922.0
Photograph,103,2017-06-07,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,New Zealand,top200,MOVE_UP,6655.0
Shape of You,140,2019-01-25,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Brazil,top200,MOVE_DOWN,96371.0
Shivers,153,2021-09-10,Ed Sheeran,https://open.spotify.com/track/6bQfNiqyCX7UaQSvVVGo4I,Egypt,top200,NEW_ENTRY,1863.0
Beautiful People (feat. Khalid),113,2020-07-24,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Latvia,top200,MOVE_DOWN,1054.0
Stuck with U (with Justin Bieber),3,2020-05-10,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Canada,top200,MOVE_DOWN,194398.0
